sampling_week,normalized_concentration_rolling_average,population,region,state,name,fipscode
2020-03-04,,"100,000-200,000",Midwest,IL,Peoria,17143
2020-03-04,,"200,000-500,000",Midwest,IN,Lake,18089
2020-03-04,,"10,000-20,000",Midwest,IN,Steuben,18151
2020-03-04,,"1,000,000-2,000,000",Midwest,MN,Hennepin,27053
2020-03-25,0.0,"10,000-20,000",Midwest,IN,Steuben,18151
2020-04-08,0.0,"10,000-20,000",Midwest,IN,Steuben,18151
2020-04-15,122.4594861919474,"100,000-200,000",Midwest,IL,Peoria,17143
2020-04-15,29.58245986193079,"10,000-20,000",Midwest,IN,Steuben,18151
2020-04-22,146.0054207987166,"100,000-200,000",Midwest,IL,Peoria,17143
2020-04-22,42.46172990402283,"10,000-20,000",Midwest,IN,Steuben,18151
2020-04-22,628.0687002386835,"1,000,000-2,000,000",Midwest,MN,Hennepin,27053
2020-04-29,108.33572114905468,"100,000-200,000",Midwest,IL,Peoria,17143
2020-04-29,53.34566519916222,"10,000-20,000",Midwest,IN,Steuben,18151
2020-05-06,87.88234400845,"10,000-20,000",Midwest,IN,Steuben,18151
2020-05-13,103.2807561159944,"100,000-200,000",Midwest,IL,Peoria,17143
2020-05-13,124.21902326758516,"200,000-500,000",Midwest,IN,Lake,18089
2020-05-13,86.13934475180109,"10,000-20,000",Midwest,IN,Steuben,18151
2020-05-20,38.914992778576085,"100,000-200,000",Midwest,IL,Peoria,17143
2020-05-20,86.28577070219625,"200,000-500,000",Midwest,IN,Lake,18089
2020-05-20,82.8525485954106,"10,000-20,000",Midwest,IN,Steuben,18151
2020-05-20,502.5150960710948,"1,000,000-2,000,000",Midwest,MN,Hennepin,27053
2020-05-27,70.71659629936566,"100,000-200,000",Midwest,IL,Peoria,17143
2020-05-27,66.98129239588344,"200,000-500,000",Midwest,IN,Lake,18089
2020-05-27,20.405966017302617,"10,000-20,000",Midwest,IN,Steuben,18151
2020-05-27,160.8483037088121,"1,000,000-2,000,000",Midwest,MN,Hennepin,27053
2020-06-03,112.06537183724376,"100,000-200,000",Midwest,IL,Peoria,17143
2020-06-03,21.675411036621373,"200,000-500,000",Midwest,IN,Lake,18089
2020-06-03,19.16667375613081,"10,000-20,000",Midwest,IN,Steuben,18151
2020-06-03,210.49204472811545,"1,000,000-2,000,000",Midwest,MN,Hennepin,27053
2020-06-10,151.5133706283946,"100,000-200,000",Midwest,IL,Peoria,17143
2020-06-10,18.558399014587803,"10,000-20,000",Midwest,IN,Steuben,18151
2020-06-10,201.224419335794,"1,000,000-2,000,000",Midwest,MN,Hennepin,27053
2020-06-17,126.43859107828142,"100,000-200,000",Midwest,IL,Peoria,17143
2020-06-17,43.899842994950745,"200,000-500,000",Midwest,IN,Lake,18089
2020-06-17,27.90546902403048,"10,000-20,000",Midwest,IN,Steuben,18151
2020-06-17,189.58122485207343,"1,000,000-2,000,000",Midwest,MN,Hennepin,27053
2020-06-24,82.05851142716186,"100,000-200,000",Midwest,IL,Peoria,17143
2020-06-24,65.62315729706512,"100,000-200,000",Midwest,IN,Lake,18089
2020-06-24,118.32016370625269,"1,000,000-2,000,000",Midwest,MN,Hennepin,27053
2020-07-01,55.78194999783656,"100,000-200,000",Midwest,IL,Peoria,17143
2020-07-01,31.32602281610553,"10,000-20,000",Midwest,IN,Steuben,18151
2020-07-01,99.59101100565812,"1,000,000-2,000,000",Midwest,MN,Hennepin,27053
2020-07-08,52.838632270667965,"100,000-200,000",Midwest,IL,Peoria,17143
2020-07-08,145.25510302313606,"200,000-500,000",Midwest,IN,Lake,18089
2020-07-08,39.58716038393846,"10,000-20,000",Midwest,IN,Steuben,18151
2020-07-15,63.95069702621593,"100,000-200,000",Midwest,IL,Peoria,17143
2020-07-15,160.47648470165154,"200,000-500,000",Midwest,IN,Lake,18089
2020-07-15,42.44665173158595,"10,000-20,000",Midwest,IN,Steuben,18151
2020-07-15,152.16365500790633,"1,000,000-2,000,000",Midwest,MN,Hennepin,27053
2020-07-22,70.12638447843051,"100,000-200,000",Midwest,IL,Peoria,17143
2020-07-22,172.79524340533945,"200,000-500,000",Midwest,IN,Lake,18089
2020-07-22,38.73762046479213,"10,000-20,000",Midwest,IN,Steuben,18151
2020-07-22,182.63173487657585,"1,000,000-2,000,000",Midwest,MN,Hennepin,27053
2020-07-29,160.63750647614737,"100,000-200,000",Midwest,IL,Peoria,17143
2020-07-29,140.40634774816576,"200,000-500,000",Midwest,IN,Lake,18089
2020-07-29,74.57734041541723,"10,000-20,000",Midwest,IN,Steuben,18151
2020-08-05,218.84838402189243,"100,000-200,000",Midwest,IL,Peoria,17143
2020-08-05,169.60486937092,"200,000-500,000",Midwest,IN,Lake,18089
2020-08-05,115.01875585210706,"10,000-20,000",Midwest,IN,Steuben,18151
2020-08-05,153.8942668453603,"1,000,000-2,000,000",Midwest,MN,Hennepin,27053
2020-08-12,272.15287384349983,"100,000-200,000",Midwest,IL,Peoria,17143
2020-08-12,168.207490279614,"200,000-500,000",Midwest,IN,Lake,18089
2020-08-12,123.74969256307952,"10,000-20,000",Midwest,IN,Steuben,18151
2020-08-12,113.09340785200877,"1,000,000-2,000,000",Midwest,MN,Hennepin,27053
2020-08-19,202.36073091223787,"100,000-200,000",Midwest,IL,Peoria,17143
2020-08-19,202.0316892357367,"200,000-500,000",Midwest,IN,Lake,18089
2020-08-19,326.75220326747905,"10,000-20,000",Midwest,IN,Steuben,18151
2020-08-19,83.53865949218546,"1,000,000-2,000,000",Midwest,MN,Hennepin,27053
2020-08-26,150.3914850811041,"100,000-200,000",Midwest,IL,Peoria,17143
2020-08-26,204.0496713709657,"200,000-500,000",Midwest,IN,Lake,18089
2020-08-26,287.3852829208236,"10,000-20,000",Midwest,IN,Steuben,18151
2020-08-26,85.3493800514305,"1,000,000-2,000,000",Midwest,MN,Hennepin,27053
2020-09-02,174.97720696652,"100,000-200,000",Midwest,IL,Peoria,17143
2020-09-02,171.5746801825642,"200,000-500,000",Midwest,IN,Lake,18089
2020-09-02,285.70138732756664,"10,000-20,000",Midwest,IN,Steuben,18151
2020-09-02,82.40468429652783,"1,000,000-2,000,000",Midwest,MN,Hennepin,27053
2020-09-09,192.4038140385073,"100,000-200,000",Midwest,IL,Peoria,17143
2020-09-09,122.22355005018105,"200,000-500,000",Midwest,IN,Lake,18089
2020-09-09,34.04686243501471,"10,000-20,000",Midwest,IN,Steuben,18151
2020-09-09,80.38324596366937,"1,000,000-2,000,000",Midwest,MN,Hennepin,27053
2020-09-16,183.92400183423345,"100,000-200,000",Midwest,IL,Peoria,17143
2020-09-16,115.20706381781174,"200,000-500,000",Midwest,IN,Lake,18089
2020-09-16,36.06121748858029,"10,000-20,000",Midwest,IN,Steuben,18151
2020-09-16,79.50999876086996,"1,000,000-2,000,000",Midwest,MN,Hennepin,27053
2020-09-23,112.10430799497864,"100,000-200,000",Midwest,IL,Peoria,17143
2020-09-23,138.7586338100064,"200,000-500,000",Midwest,IN,Lake,18089
2020-09-23,19.40567532131223,"10,000-20,000",Midwest,IN,Steuben,18151
2020-09-23,80.66328817755601,"1,000,000-2,000,000",Midwest,MN,Hennepin,27053
2020-09-30,125.60316411938932,"100,000-200,000",Midwest,IL,Peoria,17143
2020-09-30,167.44348451035248,"200,000-500,000",Midwest,IN,Lake,18089
2020-09-30,35.98979646728123,<2000,Midwest,IN,Steuben,18151
2020-09-30,87.02971339822653,"1,000,000-2,000,000",Midwest,MN,Hennepin,27053
2020-10-07,187.51907462337712,"100,000-200,000",Midwest,IL,Peoria,17143
2020-10-07,176.86592022781565,"200,000-500,000",Midwest,IN,Lake,18089
2020-10-07,42.39655869827696,"10,000-20,000",Midwest,IN,Steuben,18151
2020-10-07,131.4955368921734,"1,000,000-2,000,000",Midwest,MN,Hennepin,27053
2020-10-14,212.2560198053617,"100,000-200,000",Midwest,IL,Peoria,17143
2020-10-14,329.92174413291747,"200,000-500,000",Midwest,IN,Lake,18089
2020-10-14,75.04845948779565,"10,000-20,000",Midwest,IN,Steuben,18151
2020-10-14,215.23293917713627,"1,000,000-2,000,000",Midwest,MN,Hennepin,27053
2020-10-21,444.1924312901301,"100,000-200,000",Midwest,IL,Peoria,17143
2020-10-21,408.95984804402383,"200,000-500,000",Midwest,IN,Lake,18089
2020-10-21,343.0120575456943,"10,000-20,000",Midwest,IN,Steuben,18151
2020-10-21,299.13212713732395,"1,000,000-2,000,000",Midwest,MN,Hennepin,27053
2020-10-28,492.6779980406541,"100,000-200,000",Midwest,IL,Peoria,17143
2020-10-28,733.2615070560408,"200,000-500,000",Midwest,IN,Lake,18089
2020-10-28,549.1733814969725,"10,000-20,000",Midwest,IN,Steuben,18151
2020-10-28,365.0336346866859,"1,000,000-2,000,000",Midwest,MN,Hennepin,27053
2020-11-04,656.0576400160221,"100,000-200,000",Midwest,IL,Peoria,17143
2020-11-04,871.8190011145716,"200,000-500,000",Midwest,IN,Lake,18089
2020-11-04,758.153397982352,"10,000-20,000",Midwest,IN,Steuben,18151
2020-11-04,514.298362303701,"1,000,000-2,000,000",Midwest,MN,Hennepin,27053
2020-11-11,755.0570575928768,"100,000-200,000",Midwest,IL,Peoria,17143
2020-11-11,1267.6685126541165,"200,000-500,000",Midwest,IN,Lake,18089
2020-11-11,735.8900724796873,"10,000-20,000",Midwest,IN,Steuben,18151
2020-11-11,679.2998098312615,"1,000,000-2,000,000",Midwest,MN,Hennepin,27053
2020-11-18,1117.7086101550976,"100,000-200,000",Midwest,IL,Peoria,17143
2020-11-18,1148.4349900515092,"200,000-500,000",Midwest,IN,Lake,18089
2020-11-18,732.643873394255,"10,000-20,000",Midwest,IN,Steuben,18151
2020-11-18,782.5733618128789,"1,000,000-2,000,000",Midwest,MN,Hennepin,27053
2020-11-25,1146.719930349518,"100,000-200,000",Midwest,IL,Peoria,17143
2020-11-25,996.369506438686,"200,000-500,000",Midwest,IN,Lake,18089
2020-11-25,746.5647979197905,"10,000-20,000",Midwest,IN,Steuben,18151
2020-11-25,768.2417966275992,"1,000,000-2,000,000",Midwest,MN,Hennepin,27053
2020-12-02,1221.513172196674,"100,000-200,000",Midwest,IL,Peoria,17143
2020-12-02,674.2056129748604,"10,000-20,000",Midwest,IN,Steuben,18151
2020-12-02,680.983364994482,"1,000,000-2,000,000",Midwest,MN,Hennepin,27053
2020-12-09,729.443986802678,"100,000-200,000",Midwest,IN,Lake,18089
2020-12-09,689.8429643121754,"10,000-20,000",Midwest,IN,Steuben,18151
2020-12-09,670.9769325728856,"1,000,000-2,000,000",Midwest,MN,Hennepin,27053
2020-12-16,1064.0003634531138,"100,000-200,000",Midwest,IL,Peoria,17143
2020-12-16,875.5882968995488,"100,000-200,000",Midwest,IN,Lake,18089
2020-12-16,651.4351837676124,"10,000-20,000",Midwest,IN,Steuben,18151
2020-12-16,533.2284954781165,"1,000,000-2,000,000",Midwest,MN,Hennepin,27053
2020-12-23,1208.5098870558595,"100,000-200,000",Midwest,IL,Peoria,17143
2020-12-23,778.1864763122645,"100,000-200,000",Midwest,IN,Lake,18089
2020-12-30,1133.9097928517456,"100,000-200,000",Midwest,IL,Peoria,17143
2020-12-30,352.43531936290555,"1,000,000-2,000,000",Midwest,MN,Hennepin,27053
2021-01-06,791.2550610508205,"100,000-200,000",Midwest,IL,Peoria,17143
2021-01-20,726.54637327625,"100,000-200,000",Midwest,IN,Lake,18089
2021-01-27,427.16947213746175,"100,000-200,000",Midwest,IN,Lake,18089
2021-02-03,371.3694263402948,"100,000-200,000",Midwest,IN,Lake,18089
2021-02-10,199.6018895417152,"100,000-200,000",Midwest,IN,Lake,18089
2021-02-17,103.92659418678952,"100,000-200,000",Midwest,IN,Lake,18089
2021-02-24,112.83216381245028,"100,000-200,000",Midwest,IN,Lake,18089
2021-03-03,88.1757349645278,"100,000-200,000",Midwest,IN,Lake,18089
2021-03-10,95.86618711667508,"100,000-200,000",Midwest,IN,Lake,18089
2021-03-17,83.29113526128451,"100,000-200,000",Midwest,IN,Lake,18089
2021-03-24,100.04949312763095,"100,000-200,000",Midwest,IN,Lake,18089
2021-03-31,126.3881288950222,"100,000-200,000",Midwest,IN,Lake,18089
2021-04-07,175.41749509102632,"100,000-200,000",Midwest,IN,Lake,18089
2021-04-14,201.2137162140536,"20,000-50,000",Midwest,IN,Lake,18089
2021-04-21,205.41099517620265,"100,000-200,000",Midwest,IN,Lake,18089
2021-04-28,172.5527052820768,"100,000-200,000",Midwest,IN,Lake,18089
2021-05-05,154.5968113317707,"100,000-200,000",Midwest,IN,Lake,18089
2021-05-12,133.1885868935655,"100,000-200,000",Midwest,IN,Lake,18089
2021-05-19,100.63210414443397,"100,000-200,000",Midwest,IN,Lake,18089
2021-06-02,,"100,000-200,000",Midwest,IL,Peoria,17143
2021-06-02,54.114366638869846,"100,000-200,000",Midwest,IN,Lake,18089
2021-06-02,,"1,000,000-2,000,000",Midwest,MN,Hennepin,27053
2021-06-09,413.02577145128754,"100,000-200,000",Midwest,IL,Peoria,17143
2021-06-09,17.184572461236485,"100,000-200,000",Midwest,IN,Lake,18089
2021-06-09,127.62082284908054,"1,000,000-2,000,000",Midwest,MN,Hennepin,27053
2021-06-16,22.639433085778208,"100,000-200,000",Midwest,IL,Peoria,17143
2021-06-16,25.6333962758179,"100,000-200,000",Midwest,IN,Lake,18089
2021-06-16,26.515860007299533,"1,000,000-2,000,000",Midwest,MN,Hennepin,27053
2021-06-23,17.10427492377718,"100,000-200,000",Midwest,IL,Peoria,17143
2021-06-23,66.21339999220646,"100,000-200,000",Midwest,IN,Lake,18089
2021-06-23,26.425862018718615,"1,000,000-2,000,000",Midwest,MN,Hennepin,27053
2021-06-30,22.164089539807737,"100,000-200,000",Midwest,IL,Peoria,17143
2021-06-30,26.6863953365322,"1,000,000-2,000,000",Midwest,MN,Hennepin,27053
2021-07-07,22.85661984266296,"100,000-200,000",Midwest,IL,Peoria,17143
2021-07-07,26.97390185677596,"1,000,000-2,000,000",Midwest,MN,Hennepin,27053
2021-07-14,54.638095646062006,"100,000-200,000",Midwest,IL,Peoria,17143
2021-07-14,35.2248516054731,"1,000,000-2,000,000",Midwest,MN,Hennepin,27053
2021-07-21,57.44734980811537,"100,000-200,000",Midwest,IL,Peoria,17143
2021-07-21,74.8475725754274,"1,000,000-2,000,000",Midwest,MN,Hennepin,27053
2021-07-28,100.51961770021944,"100,000-200,000",Midwest,IL,Peoria,17143
2021-07-28,,"100,000-200,000",Midwest,IN,Lake,18089
2021-07-28,111.23588512442238,"1,000,000-2,000,000",Midwest,MN,Hennepin,27053
2021-08-04,127.4123531036953,"100,000-200,000",Midwest,IL,Peoria,17143
2021-08-04,126.26361409689356,"100,000-200,000",Midwest,IN,Lake,18089
2021-08-04,140.54200723977627,"1,000,000-2,000,000",Midwest,MN,Hennepin,27053
2021-08-11,152.72026130118527,"100,000-200,000",Midwest,IL,Peoria,17143
2021-08-11,233.92225082336967,"100,000-200,000",Midwest,IN,Lake,18089
2021-08-11,144.02303842382673,"1,000,000-2,000,000",Midwest,MN,Hennepin,27053
2021-08-18,363.4781360606217,"100,000-200,000",Midwest,IL,Peoria,17143
2021-08-18,250.04584469632013,"100,000-200,000",Midwest,IN,Lake,18089
2021-08-18,147.7365099471976,"1,000,000-2,000,000",Midwest,MN,Hennepin,27053
2021-08-25,411.0665829780913,"100,000-200,000",Midwest,IL,Peoria,17143
2021-08-25,332.4186083181872,"100,000-200,000",Midwest,IN,Lake,18089
2021-09-01,472.4745560045885,"100,000-200,000",Midwest,IL,Peoria,17143
2021-09-08,237.83710299777488,"100,000-200,000",Midwest,IL,Peoria,17143
2021-09-08,411.1145729666532,"100,000-200,000",Midwest,IN,Lake,18089
2021-09-15,215.47239286379897,"100,000-200,000",Midwest,IL,Peoria,17143
2021-09-15,551.136062427886,"100,000-200,000",Midwest,IN,Lake,18089
2021-09-22,248.4278102495837,"100,000-200,000",Midwest,IL,Peoria,17143
2021-09-22,566.1825644235806,"100,000-200,000",Midwest,IN,Lake,18089
2021-09-29,293.23408431750084,"100,000-200,000",Midwest,IL,Peoria,17143
2021-10-06,260.5517716246953,"100,000-200,000",Midwest,IL,Peoria,17143
2021-10-06,478.34885698617455,"100,000-200,000",Midwest,IN,Lake,18089
2021-10-13,154.74040683727165,"100,000-200,000",Midwest,IL,Peoria,17143
2021-10-13,448.9407987303884,"100,000-200,000",Midwest,IN,Lake,18089
2021-10-20,135.75211860081868,"100,000-200,000",Midwest,IL,Peoria,17143
2021-10-27,121.22318068649054,"100,000-200,000",Midwest,IL,Peoria,17143
2021-10-27,424.2050221902503,"100,000-200,000",Midwest,IN,Lake,18089
2021-11-03,435.14682009108,"100,000-200,000",Midwest,IN,Lake,18089
2021-11-10,771.6181336456692,"100,000-200,000",Midwest,IN,Lake,18089
2021-11-17,1647.1413320432384,"100,000-200,000",Midwest,IN,Lake,18089
2021-11-24,2433.297698843701,"100,000-200,000",Midwest,IN,Lake,18089
2021-12-01,2894.264034741489,"100,000-200,000",Midwest,IN,Lake,18089
2021-12-08,,"100,000-200,000",Midwest,IL,Peoria,17143
2021-12-08,,"100,000-200,000",Midwest,IN,Lake,18089
2021-12-08,,"10,000-20,000",Midwest,IN,Steuben,18151
2021-12-08,,"1,000,000-2,000,000",Midwest,MN,Hennepin,27053
2020-03-04,,"20,000-50,000",Northeast,CT,Fairfield,09001
2020-03-04,,"200,000-500,000",Northeast,DE,New Castle,10003
2020-03-04,,"50,000-100,000",Northeast,MA,Berkshire,25003
2020-03-04,,"20,000-50,000",Northeast,MA,Essex,25009
2020-03-04,,"10,000-20,000",Northeast,MA,Hampshire,25015
2020-03-04,,"50,000-100,000",Northeast,MA,Middlesex,25017
2020-03-04,,"10,000-20,000",Northeast,MA,Nantucket,25019
2020-03-04,4.35054634390065,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-03-04,,"200,000-500,000",Northeast,NJ,Union,34039
2020-03-04,,"20,000-50,000",Northeast,NY,Nassau,36059
2020-03-04,,"100,000-200,000",Northeast,PA,Dauphin,42043
2020-03-04,,"100,000-200,000",Northeast,PA,Erie,42049
2020-03-04,,"50,000-100,000",Northeast,PA,Franklin,42055
2020-03-04,,"20,000-50,000",Northeast,PA,Indiana,42063
2020-03-11,16.47959586124831,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-03-18,75.3089492282625,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-03-25,142.42156566919795,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-04-01,44.26925199301576,"10,000-20,000",Northeast,MA,Hampshire,25015
2020-04-01,272.1426213685586,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-04-08,29.51283466201051,"10,000-20,000",Northeast,MA,Hampshire,25015
2020-04-08,347.7650218888945,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-04-08,14.757706658777172,"20,000-50,000",Northeast,PA,Indiana,42063
2020-04-15,35.810603110802965,"20,000-50,000",Northeast,CT,Fairfield,09001
2020-04-15,342.713211904692,"200,000-500,000",Northeast,DE,New Castle,10003
2020-04-15,218.13180558325632,"10,000-20,000",Northeast,MA,Hampshire,25015
2020-04-15,378.4138724788556,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-04-15,9.838471105851449,"20,000-50,000",Northeast,PA,Indiana,42063
2020-04-22,30.439465348241868,"20,000-50,000",Northeast,CT,Fairfield,09001
2020-04-22,248.84309274145832,"200,000-500,000",Northeast,DE,New Castle,10003
2020-04-22,209.8359565686353,"10,000-20,000",Northeast,MA,Hampshire,25015
2020-04-22,292.51897289416587,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-04-22,1167.8744110300338,"20,000-50,000",Northeast,NY,Nassau,36059
2020-04-22,8.969902428288679,"20,000-50,000",Northeast,PA,Indiana,42063
2020-04-29,19.73252099593881,"20,000-50,000",Northeast,CT,Fairfield,09001
2020-04-29,325.82392122039937,"200,000-500,000",Northeast,DE,New Castle,10003
2020-04-29,233.21376123940215,"10,000-20,000",Northeast,MA,Hampshire,25015
2020-04-29,0.0,"10,000-20,000",Northeast,MA,Nantucket,25019
2020-04-29,169.45510448786834,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-04-29,0.0,"20,000-50,000",Northeast,PA,Indiana,42063
2020-05-06,10.085085511036914,"20,000-50,000",Northeast,CT,Fairfield,09001
2020-05-06,247.9927737945087,"500,000-1,000,000",Northeast,DE,New Castle,10003
2020-05-06,66.60616432684115,"10,000-20,000",Northeast,MA,Hampshire,25015
2020-05-06,0.0,"10,000-20,000",Northeast,MA,Nantucket,25019
2020-05-06,119.11079613018153,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-05-06,317.0059735558752,"100,000-200,000",Northeast,PA,Dauphin,42043
2020-05-06,0.0,"20,000-50,000",Northeast,PA,Indiana,42063
2020-05-13,3.5193555699970243,"20,000-50,000",Northeast,CT,Fairfield,09001
2020-05-13,271.7654590871288,"500,000-1,000,000",Northeast,DE,New Castle,10003
2020-05-13,61.431968802428,"10,000-20,000",Northeast,MA,Hampshire,25015
2020-05-13,107.21139621358202,"1,000,000-2,000,000",Northeast,MA,Suffolk,25025
2020-05-13,778.5829406866892,"20,000-50,000",Northeast,NY,Nassau,36059
2020-05-13,261.7327319299753,"100,000-200,000",Northeast,PA,Dauphin,42043
2020-05-13,593.1168166009858,"50,000-100,000",Northeast,PA,Franklin,42055
2020-05-13,0.9130073520464236,"20,000-50,000",Northeast,PA,Indiana,42063
2020-05-20,202.2021365092712,"500,000-1,000,000",Northeast,DE,New Castle,10003
2020-05-20,42.11063842523434,"10,000-20,000",Northeast,MA,Hampshire,25015
2020-05-20,7.195986852950526,"10,000-20,000",Northeast,MA,Nantucket,25019
2020-05-20,118.13215277670236,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-05-20,17.53725300645244,"200,000-500,000",Northeast,NJ,Union,34039
2020-05-20,14.571585459270588,"20,000-50,000",Northeast,NY,Nassau,36059
2020-05-20,284.25273250894344,"100,000-200,000",Northeast,PA,Dauphin,42043
2020-05-20,43.344304598865534,"100,000-200,000",Northeast,PA,Erie,42049
2020-05-20,452.9562385352591,"50,000-100,000",Northeast,PA,Franklin,42055
2020-05-20,0.9130073520464236,"20,000-50,000",Northeast,PA,Indiana,42063
2020-05-27,12.725143917942582,"20,000-50,000",Northeast,CT,Fairfield,09001
2020-05-27,119.8159462867705,"500,000-1,000,000",Northeast,DE,New Castle,10003
2020-05-27,17.451147570836515,"10,000-20,000",Northeast,MA,Hampshire,25015
2020-05-27,84.2153814605193,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-05-27,13.707463870159811,"200,000-500,000",Northeast,NJ,Union,34039
2020-05-27,0.0,"20,000-50,000",Northeast,NY,Nassau,36059
2020-05-27,330.9455129651004,"100,000-200,000",Northeast,PA,Dauphin,42043
2020-05-27,56.3170355706449,"100,000-200,000",Northeast,PA,Erie,42049
2020-05-27,174.13608722706826,"50,000-100,000",Northeast,PA,Franklin,42055
2020-05-27,5.050616936994705,"20,000-50,000",Northeast,PA,Indiana,42063
2020-06-03,143.65248289692872,"500,000-1,000,000",Northeast,DE,New Castle,10003
2020-06-03,54.6417847205009,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-06-03,7.95967501423027,"200,000-500,000",Northeast,NJ,Union,34039
2020-06-03,0.0,"20,000-50,000",Northeast,NY,Nassau,36059
2020-06-03,56.11208972278533,"100,000-200,000",Northeast,PA,Erie,42049
2020-06-03,88.18595116388148,"50,000-100,000",Northeast,PA,Franklin,42055
2020-06-03,21.68020692359305,"20,000-50,000",Northeast,PA,Indiana,42063
2020-06-10,138.7652310464738,"500,000-1,000,000",Northeast,DE,New Castle,10003
2020-06-10,10.755583773931802,"10,000-20,000",Northeast,MA,Hampshire,25015
2020-06-10,7.195986852950526,"10,000-20,000",Northeast,MA,Nantucket,25019
2020-06-10,43.00795019617167,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-06-10,7.95967501423027,"200,000-500,000",Northeast,NJ,Union,34039
2020-06-10,0.0,"20,000-50,000",Northeast,NY,Nassau,36059
2020-06-10,448.6534835106736,"100,000-200,000",Northeast,PA,Dauphin,42043
2020-06-10,43.477715528473006,"100,000-200,000",Northeast,PA,Erie,42049
2020-06-10,26.309022844219523,"20,000-50,000",Northeast,PA,Indiana,42063
2020-06-17,12.725143917942582,"20,000-50,000",Northeast,CT,Fairfield,09001
2020-06-17,97.6891361765552,"500,000-1,000,000",Northeast,DE,New Castle,10003
2020-06-17,30.640768334509573,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-06-17,12.550096619069182,"200,000-500,000",Northeast,NJ,Union,34039
2020-06-17,331.7079823857604,"100,000-200,000",Northeast,PA,Dauphin,42043
2020-06-17,19.432307749051247,"100,000-200,000",Northeast,PA,Erie,42049
2020-06-17,40.58626463556418,"50,000-100,000",Northeast,PA,Franklin,42055
2020-06-17,39.93503079109694,"20,000-50,000",Northeast,PA,Indiana,42063
2020-06-24,20.05483082603319,"20,000-50,000",Northeast,CT,Fairfield,09001
2020-06-24,51.27863435817935,"500,000-1,000,000",Northeast,DE,New Castle,10003
2020-06-24,10.121707280071186,"10,000-20,000",Northeast,MA,Nantucket,25019
2020-06-24,24.399345812114543,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-06-24,1.379995012819007,"20,000-50,000",Northeast,NY,Nassau,36059
2020-06-24,300.62680032609103,"100,000-200,000",Northeast,PA,Dauphin,42043
2020-06-24,13.92031511158064,"100,000-200,000",Northeast,PA,Erie,42049
2020-06-24,60.54307176268939,"50,000-100,000",Northeast,PA,Franklin,42055
2020-06-24,31.00059793981826,"20,000-50,000",Northeast,PA,Indiana,42063
2020-07-01,8.397810739520366,"20,000-50,000",Northeast,CT,Fairfield,09001
2020-07-01,57.62536702373296,"500,000-1,000,000",Northeast,DE,New Castle,10003
2020-07-01,22.512451731308683,"10,000-20,000",Northeast,MA,Hampshire,25015
2020-07-01,25.60881451926798,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-07-01,23.903323287810768,"200,000-500,000",Northeast,NJ,Union,34039
2020-07-01,173.7052330933988,"100,000-200,000",Northeast,PA,Dauphin,42043
2020-07-01,27.34645946777991,"100,000-200,000",Northeast,PA,Erie,42049
2020-07-01,35.41672616916838,"20,000-50,000",Northeast,PA,Indiana,42063
2020-07-08,26.16384589018056,"20,000-50,000",Northeast,CT,Fairfield,09001
2020-07-08,79.03923929134774,"500,000-1,000,000",Northeast,DE,New Castle,10003
2020-07-08,23.26506683074468,"50,000-100,000",Northeast,MA,Berkshire,25003
2020-07-08,2.925720427120662,"10,000-20,000",Northeast,MA,Nantucket,25019
2020-07-08,30.38863750430289,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-07-08,27.828231338998854,"200,000-500,000",Northeast,NJ,Union,34039
2020-07-08,4.021787234079336,"20,000-50,000",Northeast,NY,Nassau,36059
2020-07-08,47.13128161970602,"100,000-200,000",Northeast,PA,Erie,42049
2020-07-08,130.15145533084342,"50,000-100,000",Northeast,PA,Franklin,42055
2020-07-08,39.93788540973954,"20,000-50,000",Northeast,PA,Indiana,42063
2020-07-15,78.79896770902677,"500,000-1,000,000",Northeast,DE,New Castle,10003
2020-07-15,15.510044553829786,"50,000-100,000",Northeast,MA,Berkshire,25003
2020-07-15,22.852783928648105,"10,000-20,000",Northeast,MA,Hampshire,25015
2020-07-15,30.603190629085464,"2,000,000-5,000,000",Northeast,MA,Suffolk,25025
2020-07-15,146.42903993024993,"100,000-200,000",Northeast,PA,Dauphin,42043
2020-07-15,49.9220384742676,"100,000-200,000",Northeast,PA,Erie,42049
